File Path,Status,Backup Size (bytes),Backup Lines,Current Size (bytes),Current Lines,Size Diff (bytes),Lines Diff,Size Change %,Backup Path,Current Path
legacy\components\forms\form-elements\switch\code\DefaultLabelSwitchCode.tsx,Only in Backup,550,24,0,0,-550,-24,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\code\DefaultLabelSwitchCode.tsx,
legacy\components\forms\form-elements\switch\code\DefaultSwitchCode.tsx,Only in Backup,431,24,0,0,-431,-24,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\code\DefaultSwitchCode.tsx,
legacy\components\forms\form-elements\switch\code\PositionSwitchCode.tsx,Only in Backup,1118,46,0,0,-1118,-46,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\code\PositionSwitchCode.tsx,
legacy\components\forms\form-elements\switch\code\SizesSwitchCode.tsx,Only in Backup,390,22,0,0,-390,-22,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\code\SizesSwitchCode.tsx,
legacy\components\forms\form-elements\switch\Colors.tsx,Only in Backup,446,14,0,0,-446,-14,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\Colors.tsx,
legacy\components\forms\form-elements\switch\Custom.tsx,Only in Backup,368,15,0,0,-368,-15,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\Custom.tsx,
legacy\components\forms\form-elements\switch\Default.tsx,Only in Backup,286,12,0,0,-286,-12,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\Default.tsx,
legacy\components\forms\form-elements\switch\DefaultLabel.tsx,Only in Backup,405,12,0,0,-405,-12,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\DefaultLabel.tsx,
legacy\components\forms\form-elements\switch\Position.tsx,Only in Backup,1061,34,0,0,-1061,-34,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\Position.tsx,
legacy\components\forms\form-elements\switch\Sizes.tsx,Only in Backup,239,11,0,0,-239,-11,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-elements\switch\Sizes.tsx,
legacy\components\forms\form-horizontal\BasicIcons.tsx,Only in Backup,4755,175,0,0,-4755,-175,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\BasicIcons.tsx,
legacy\components\forms\form-horizontal\BasicLayout.tsx,Only in Backup,3774,137,0,0,-3774,-137,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\BasicLayout.tsx,
legacy\components\forms\form-horizontal\code\BasicIconsCode.tsx,Only in Backup,4653,206,0,0,-4653,-206,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\code\BasicIconsCode.tsx,
legacy\components\forms\form-horizontal\code\BasicLayoutCode.tsx,Only in Backup,4275,182,0,0,-4275,-182,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\code\BasicLayoutCode.tsx,
legacy\components\forms\form-horizontal\code\FormSeparatorCode.tsx,Only in Backup,7222,301,0,0,-7222,-301,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\code\FormSeparatorCode.tsx,
legacy\components\forms\form-horizontal\CollapsibleForm.tsx,Only in Backup,12808,362,0,0,-12808,-362,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\CollapsibleForm.tsx,
legacy\components\forms\form-horizontal\FormLabelAlignment.tsx,Only in Backup,7310,268,0,0,-7310,-268,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\FormLabelAlignment.tsx,
legacy\components\forms\form-horizontal\FormSeparator.tsx,Only in Backup,7076,261,0,0,-7076,-261,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\FormSeparator.tsx,
legacy\components\forms\form-horizontal\FormTabs.tsx,Only in Backup,20506,604,0,0,-20506,-604,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-horizontal\FormTabs.tsx,
legacy\components\forms\form-layouts\code\BasicHeaderFormCode.tsx,Only in Backup,9082,367,0,0,-9082,-367,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\code\BasicHeaderFormCode.tsx,
legacy\components\forms\form-layouts\code\DefaultFormCode.tsx,Only in Backup,9021,375,0,0,-9021,-375,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\code\DefaultFormCode.tsx,
legacy\components\forms\form-layouts\code\InputVariantsCode.tsx,Only in Backup,2302,93,0,0,-2302,-93,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\code\InputVariantsCode.tsx,
legacy\components\forms\form-layouts\code\LeftIconFormCode.tsx,Only in Backup,5204,197,0,0,-5204,-197,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\code\LeftIconFormCode.tsx,
legacy\components\forms\form-layouts\FbBasicHeaderForm.tsx,Only in Backup,7743,283,0,0,-7743,-283,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\FbBasicHeaderForm.tsx,
legacy\components\forms\form-layouts\FbDefaultForm.tsx,Only in Backup,5734,223,0,0,-5734,-223,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\FbDefaultForm.tsx,
legacy\components\forms\form-layouts\FbDisabledForm.tsx,Only in Backup,1372,51,0,0,-1372,-51,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\FbDisabledForm.tsx,
legacy\components\forms\form-layouts\FbInputVariants.tsx,Only in Backup,1711,63,0,0,-1711,-63,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\FbInputVariants.tsx,
legacy\components\forms\form-layouts\FbLeftIconForm.tsx,Only in Backup,3391,129,0,0,-3391,-129,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\FbLeftIconForm.tsx,
legacy\components\forms\form-layouts\FbOrdinaryForm.tsx,Only in Backup,1930,72,0,0,-1930,-72,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\FbOrdinaryForm.tsx,
legacy\components\forms\form-layouts\FbReadonlyForm.tsx,Only in Backup,1774,67,0,0,-1774,-67,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\FbReadonlyForm.tsx,
legacy\components\forms\form-layouts\FbRightIconForm.tsx,Only in Backup,3328,121,0,0,-3328,-121,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\FbRightIconForm.tsx,
legacy\components\forms\form-layouts\index.tsx,Only in Backup,596,19,0,0,-596,-19,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-layouts\index.tsx,
legacy\components\forms\form-validation\code\CheckboxCode.tsx,Only in Backup,3391,128,0,0,-3391,-128,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\code\CheckboxCode.tsx,
legacy\components\forms\form-validation\code\OnLeaveCode.tsx,Only in Backup,3124,110,0,0,-3124,-110,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\code\OnLeaveCode.tsx,
legacy\components\forms\form-validation\code\RadioCode.tsx,Only in Backup,2596,108,0,0,-2596,-108,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\code\RadioCode.tsx,
legacy\components\forms\form-validation\code\SelectCode.tsx,Only in Backup,2198,87,0,0,-2198,-87,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\code\SelectCode.tsx,
legacy\components\forms\form-validation\FVCheckbox.tsx,Only in Backup,1562,57,0,0,-1562,-57,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\FVCheckbox.tsx,
legacy\components\forms\form-validation\FVLogin.tsx,Only in Backup,3192,100,0,0,-3192,-100,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\FVLogin.tsx,
legacy\components\forms\form-validation\FVOnLeave.tsx,Only in Backup,2227,71,0,0,-2227,-71,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\FVOnLeave.tsx,
legacy\components\forms\form-validation\FVRadio.tsx,Only in Backup,2563,100,0,0,-2563,-100,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\FVRadio.tsx,
legacy\components\forms\form-validation\FVRegister.tsx,Only in Backup,4155,123,0,0,-4155,-123,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\FVRegister.tsx,
legacy\components\forms\form-validation\FVSelect.tsx,Only in Backup,1724,62,0,0,-1724,-62,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-validation\FVSelect.tsx,
legacy\components\forms\form-vertical\BasicIcons.tsx,Only in Backup,3539,116,0,0,-3539,-116,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-vertical\BasicIcons.tsx,
legacy\components\forms\form-vertical\BasicLayout.tsx,Only in Backup,2733,78,0,0,-2733,-78,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-vertical\BasicLayout.tsx,
legacy\components\forms\form-vertical\code\BasicIconsCode.tsx,Only in Backup,3748,152,0,0,-3748,-152,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-vertical\code\BasicIconsCode.tsx,
legacy\components\forms\form-vertical\code\BasicLayoutCode.tsx,Only in Backup,3663,128,0,0,-3663,-128,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-vertical\code\BasicLayoutCode.tsx,
legacy\components\forms\form-vertical\CollapsibleForm.tsx,Only in Backup,10564,307,0,0,-10564,-307,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-vertical\CollapsibleForm.tsx,
legacy\components\forms\form-vertical\FormSeparator.tsx,Only in Backup,6879,227,0,0,-6879,-227,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-vertical\FormSeparator.tsx,
legacy\components\forms\form-vertical\FormTabs.tsx,Only in Backup,14170,389,0,0,-14170,-389,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-vertical\FormTabs.tsx,
legacy\components\forms\form-wizard\code\FormWizardCode.tsx,Only in Backup,8575,279,0,0,-8575,-279,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-wizard\code\FormWizardCode.tsx,
legacy\components\forms\form-wizard\FormWizardSteps.tsx,Only in Backup,6250,209,0,0,-6250,-209,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\form-wizard\FormWizardSteps.tsx,
legacy\components\forms\theme-elements\CustomCheckbox.tsx,Only in Backup,2073,69,0,0,-2073,-69,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomCheckbox.tsx,
legacy\components\forms\theme-elements\CustomDisabledButton.tsx,Only in Backup,262,9,0,0,-262,-9,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomDisabledButton.tsx,
legacy\components\forms\theme-elements\CustomFormLabel.tsx,Only in Backup,418,20,0,0,-418,-20,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomFormLabel.tsx,
legacy\components\forms\theme-elements\CustomOutlinedButton.tsx,Only in Backup,543,16,0,0,-543,-16,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomOutlinedButton.tsx,
legacy\components\forms\theme-elements\CustomOutlinedInput.tsx,Only in Backup,612,22,0,0,-612,-22,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomOutlinedInput.tsx,
legacy\components\forms\theme-elements\CustomRadio.tsx,Only in Backup,1689,64,0,0,-1689,-64,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomRadio.tsx,
legacy\components\forms\theme-elements\CustomRangeSlider.tsx,Only in Backup,563,23,0,0,-563,-23,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomRangeSlider.tsx,
legacy\components\forms\theme-elements\CustomSelect.tsx,Only in Backup,223,8,0,0,-223,-8,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomSelect.tsx,
legacy\components\forms\theme-elements\CustomSlider.tsx,Only in Backup,579,24,0,0,-579,-24,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomSlider.tsx,
legacy\components\forms\theme-elements\CustomSocialButton.tsx,Only in Backup,412,16,0,0,-412,-16,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomSocialButton.tsx,
legacy\components\forms\theme-elements\CustomSwitch.tsx,Only in Backup,878,39,0,0,-878,-39,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomSwitch.tsx,
legacy\components\forms\theme-elements\CustomTextField.tsx,Only in Backup,620,20,0,0,-620,-20,-100%,Z:\09-25\src-9-30-25-working\legacy\components\forms\theme-elements\CustomTextField.tsx,
legacy\components\frontend-pages\about\banner\index.tsx,Only in Backup,2211,67,0,0,-2211,-67,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\about\banner\index.tsx,
legacy\components\frontend-pages\about\key-metric\ContentArea.tsx,Only in Backup,925,28,0,0,-925,-28,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\about\key-metric\ContentArea.tsx,
legacy\components\frontend-pages\about\key-metric\index.tsx,Only in Backup,905,42,0,0,-905,-42,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\about\key-metric\index.tsx,
legacy\components\frontend-pages\about\key-metric\Key.tsx,Only in Backup,1486,67,0,0,-1486,-67,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\about\key-metric\Key.tsx,
legacy\components\frontend-pages\about\process\index.tsx,Only in Backup,4910,145,0,0,-4910,-145,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\about\process\index.tsx,
legacy\components\frontend-pages\blog\banner\index.tsx,Only in Backup,1294,40,0,0,-1294,-40,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\blog\banner\index.tsx,
legacy\components\frontend-pages\contact\banner\index.tsx,Only in Backup,1863,70,0,0,-1863,-70,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\contact\banner\index.tsx,
legacy\components\frontend-pages\contact\form\Address.tsx,Only in Backup,1238,39,0,0,-1238,-39,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\contact\form\Address.tsx,
legacy\components\frontend-pages\contact\form\index.tsx,Only in Backup,4733,147,0,0,-4733,-147,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\contact\form\index.tsx,
legacy\components\frontend-pages\homepage\banner\AnimatedBanner.tsx,Only in Backup,6820,252,0,0,-6820,-252,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\banner\AnimatedBanner.tsx,
legacy\components\frontend-pages\homepage\banner\Banner.tsx,Only in Backup,13449,438,0,0,-13449,-438,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\banner\Banner.tsx,
legacy\components\frontend-pages\homepage\banner\LiturgicalFlowBackground.tsx,Only in Backup,5958,233,0,0,-5958,-233,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\banner\LiturgicalFlowBackground.tsx,
legacy\components\frontend-pages\homepage\banner\LiturgicalFlowBackgroundTailwind.tsx,Only in Backup,5104,116,0,0,-5104,-116,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\banner\LiturgicalFlowBackgroundTailwind.tsx,
legacy\components\frontend-pages\homepage\baptism-record-viewer\BaptismRecordViewerMagnifier.tsx,Only in Backup,10888,267,0,0,-10888,-267,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\baptism-record-viewer\BaptismRecordViewerMagnifier.tsx,
legacy\components\frontend-pages\homepage\defend-focus\index.tsx,Only in Backup,3679,127,0,0,-3679,-127,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\defend-focus\index.tsx,
legacy\components\frontend-pages\homepage\defend-focus\TabEmbedding.tsx,Only in Backup,4947,165,0,0,-4947,-165,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\defend-focus\TabEmbedding.tsx,
legacy\components\frontend-pages\homepage\defend-focus\TabPayments.tsx,Only in Backup,4929,163,0,0,-4929,-163,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\defend-focus\TabPayments.tsx,
legacy\components\frontend-pages\homepage\defend-focus\TabTeamScheduling.tsx,Only in Backup,4953,163,0,0,-4953,-163,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\defend-focus\TabTeamScheduling.tsx,
legacy\components\frontend-pages\homepage\defend-focus\TabWorkflows.tsx,Only in Backup,4782,160,0,0,-4782,-160,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\defend-focus\TabWorkflows.tsx,
legacy\components\frontend-pages\homepage\exceptional-feature\index.tsx,Only in Backup,7559,311,0,0,-7559,-311,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\exceptional-feature\index.tsx,
legacy\components\frontend-pages\homepage\faq\index.tsx,Only in Backup,8634,265,0,0,-8634,-265,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\faq\index.tsx,
legacy\components\frontend-pages\homepage\features\Features.tsx,Only in Backup,5615,152,0,0,-5615,-152,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\features\Features.tsx,
legacy\components\frontend-pages\homepage\features\FeatureTitle.tsx,Only in Backup,644,25,0,0,-644,-25,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\features\FeatureTitle.tsx,
legacy\components\frontend-pages\homepage\home_page.txt,Only in Backup,4193,92,0,0,-4193,-92,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\home_page.txt,
legacy\components\frontend-pages\homepage\multilingual-showcase\MultilingualShowcase.tsx,Only in Backup,8604,236,0,0,-8604,-236,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\multilingual-showcase\MultilingualShowcase.tsx,
legacy\components\frontend-pages\homepage\powerful-dozens\carousel.css,Only in Backup,301,18,0,0,-301,-18,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\powerful-dozens\carousel.css,
legacy\components\frontend-pages\homepage\powerful-dozens\DozensCarousel.tsx,Only in Backup,4201,157,0,0,-4201,-157,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\powerful-dozens\DozensCarousel.tsx,
legacy\components\frontend-pages\homepage\powerful-dozens\index.tsx,Only in Backup,2799,105,0,0,-2799,-105,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\powerful-dozens\index.tsx,
legacy\components\frontend-pages\homepage\why-choose-us\WhyChooseUsEnhanced.tsx,Only in Backup,9841,297,0,0,-9841,-297,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\homepage\why-choose-us\WhyChooseUsEnhanced.tsx,
legacy\components\frontend-pages\portfolio\Banner.tsx,Only in Backup,1254,52,0,0,-1254,-52,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\portfolio\Banner.tsx,
legacy\components\frontend-pages\pricing\Banner.tsx,Only in Backup,1249,52,0,0,-1249,-52,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\pricing\Banner.tsx,
legacy\components\frontend-pages\shared\c2a\index.tsx,Only in Backup,3041,109,0,0,-3041,-109,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\c2a\index.tsx,
legacy\components\frontend-pages\shared\footer\index.tsx,Only in Backup,6051,230,0,0,-6051,-230,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\footer\index.tsx,
legacy\components\frontend-pages\shared\header\HeaderAlert.tsx,Only in Backup,3314,113,0,0,-3314,-113,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\header\HeaderAlert.tsx,
legacy\components\frontend-pages\shared\header\HpHeader.tsx,Only in Backup,2724,92,0,0,-2724,-92,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\header\HpHeader.tsx,
legacy\components\frontend-pages\shared\header\MobileSidebar.tsx,Only in Backup,1571,59,0,0,-1571,-59,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\header\MobileSidebar.tsx,
legacy\components\frontend-pages\shared\header\Navigations.tsx,Only in Backup,1894,88,0,0,-1894,-88,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\header\Navigations.tsx,
legacy\components\frontend-pages\shared\leadership\carousel.css,Only in Backup,123,7,0,0,-123,-7,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\leadership\carousel.css,
legacy\components\frontend-pages\shared\leadership\Contact.tsx,Only in Backup,1417,47,0,0,-1417,-47,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\leadership\Contact.tsx,
legacy\components\frontend-pages\shared\leadership\index.tsx,Only in Backup,1210,51,0,0,-1210,-51,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\leadership\index.tsx,
legacy\components\frontend-pages\shared\leadership\LeaderShipCarousel.tsx,Only in Backup,7690,255,0,0,-7690,-255,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\leadership\LeaderShipCarousel.tsx,
legacy\components\frontend-pages\shared\pricing\index.tsx,Only in Backup,1121,48,0,0,-1121,-48,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\pricing\index.tsx,
legacy\components\frontend-pages\shared\pricing\PaymentMethods.tsx,Only in Backup,2593,72,0,0,-2593,-72,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\pricing\PaymentMethods.tsx,
legacy\components\frontend-pages\shared\pricing\PricingCard.tsx,Only in Backup,7605,212,0,0,-7605,-212,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\pricing\PricingCard.tsx,
legacy\components\frontend-pages\shared\reviews\ContentArea.tsx,Only in Backup,1011,42,0,0,-1011,-42,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\reviews\ContentArea.tsx,
legacy\components\frontend-pages\shared\reviews\index.tsx,Only in Backup,1105,48,0,0,-1105,-48,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\reviews\index.tsx,
legacy\components\frontend-pages\shared\reviews\ReviewCarousel.tsx,Only in Backup,5018,163,0,0,-5018,-163,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\reviews\ReviewCarousel.tsx,
legacy\components\frontend-pages\shared\scroll-to-top\index.tsx,Only in Backup,1178,53,0,0,-1178,-53,-100%,Z:\09-25\src-9-30-25-working\legacy\components\frontend-pages\shared\scroll-to-top\index.tsx,
legacy\components\GitOpsPanel.tsx,Only in Backup,25419,718,0,0,-25419,-718,-100%,Z:\09-25\src-9-30-25-working\legacy\components\GitOpsPanel.tsx,
legacy\components\global\ErrorDetailsCard.tsx,Only in Backup,18380,570,0,0,-18380,-570,-100%,Z:\09-25\src-9-30-25-working\legacy\components\global\ErrorDetailsCard.tsx,
legacy\components\global\ErrorNotificationToast.tsx,Only in Backup,7260,225,0,0,-7260,-225,-100%,Z:\09-25\src-9-30-25-working\legacy\components\global\ErrorNotificationToast.tsx,
legacy\components\global\GlobalOMAI.tsx,Only in Backup,66965,1757,0,0,-66965,-1757,-100%,Z:\09-25\src-9-30-25-working\legacy\components\global\GlobalOMAI.tsx,
legacy\components\headlines\HeadlineSourcePicker.tsx,Only in Backup,21110,616,0,0,-21110,-616,-100%,Z:\09-25\src-9-30-25-working\legacy\components\headlines\HeadlineSourcePicker.tsx,
legacy\components\ImportRecordsButton.tsx,Only in Backup,18311,558,0,0,-18311,-558,-100%,Z:\09-25\src-9-30-25-working\legacy\components\ImportRecordsButton.tsx,
legacy\components\ImportRecordsButton.tsx.backup,Only in Backup,18821,558,0,0,-18821,-558,-100%,Z:\09-25\src-9-30-25-working\legacy\components\ImportRecordsButton.tsx.backup,
legacy\components\ImportRecordsButtonSimple.tsx,Only in Backup,13647,411,0,0,-13647,-411,-100%,Z:\09-25\src-9-30-25-working\legacy\components\ImportRecordsButtonSimple.tsx,
legacy\components\ImportRecordsButtonV2.tsx,Only in Backup,20514,621,0,0,-20514,-621,-100%,Z:\09-25\src-9-30-25-working\legacy\components\ImportRecordsButtonV2.tsx,
legacy\components\KanbanBoard.tsx,Only in Backup,2258,96,0,0,-2258,-96,-100%,Z:\09-25\src-9-30-25-working\legacy\components\KanbanBoard.tsx,
legacy\components\KanbanColumn.tsx,Only in Backup,4629,181,0,0,-4629,-181,-100%,Z:\09-25\src-9-30-25-working\legacy\components\KanbanColumn.tsx,
legacy\components\KanbanTaskCard.tsx,Only in Backup,10937,351,0,0,-10937,-351,-100%,Z:\09-25\src-9-30-25-working\legacy\components\KanbanTaskCard.tsx,
legacy\components\KanbanTaskModal.broken.tsx,Only in Backup,21948,683,0,0,-21948,-683,-100%,Z:\09-25\src-9-30-25-working\legacy\components\KanbanTaskModal.broken.tsx,
legacy\components\KanbanTaskModal.clean.tsx,Only in Backup,0,0,0,0,0,0,-100%,Z:\09-25\src-9-30-25-working\legacy\components\KanbanTaskModal.clean.tsx,
legacy\components\KanbanTaskModal.tsx,Only in Backup,16511,522,0,0,-16511,-522,-100%,Z:\09-25\src-9-30-25-working\legacy\components\KanbanTaskModal.tsx,
legacy\components\KanbanTaskModal.tsx.backup,Only in Backup,21948,683,0,0,-21948,-683,-100%,Z:\09-25\src-9-30-25-working\legacy\components\KanbanTaskModal.tsx.backup,
legacy\components\landingpage\animation\Animation.tsx,Only in Backup,862,35,0,0,-862,-35,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\animation\Animation.tsx,
legacy\components\landingpage\banner\Banner.tsx,Only in Backup,2682,92,0,0,-2682,-92,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\banner\Banner.tsx,
legacy\components\landingpage\banner\BannerContent.tsx,Only in Backup,2804,99,0,0,-2804,-99,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\banner\BannerContent.tsx,
legacy\components\landingpage\c2a\C2a.tsx,Only in Backup,2754,97,0,0,-2754,-97,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\c2a\C2a.tsx,
legacy\components\landingpage\c2a\C2a2.tsx,Only in Backup,2585,89,0,0,-2585,-89,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\c2a\C2a2.tsx,
legacy\components\landingpage\c2a\GuaranteeCard.tsx,Only in Backup,1916,66,0,0,-1916,-66,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\c2a\GuaranteeCard.tsx,
legacy\components\landingpage\demo-slider\DemoSlider.tsx,Only in Backup,10441,386,0,0,-10441,-386,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\demo-slider\DemoSlider.tsx,
legacy\components\landingpage\demo-slider\DemoTitle.tsx,Only in Backup,2056,64,0,0,-2056,-64,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\demo-slider\DemoTitle.tsx,
legacy\components\landingpage\features\Features.tsx,Only in Backup,5256,161,0,0,-5256,-161,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\features\Features.tsx,
legacy\components\landingpage\features\FeaturesTitle.tsx,Only in Backup,1101,33,0,0,-1101,-33,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\features\FeaturesTitle.tsx,
